,Song ID,asset_id,Title,songtrust_composer,youtube_writers
6921,3205292,A527176251679223,A PLACE CALLED HOME (FEAT. DEE ELLINGTON),"SPARKS, ROBERT",SPARKS ROBERT
6938,872181,A835196108574079,A PLACE I KNOW,"COSGROVE, MATHEW",COSGROVE MATHEW;COTTERELL ANDREW;DABELSTEIN KERROD;FLANNERY RHYS;LAYT BLAIR
6942,2495427,A868798754531540,A PLACE IN PARADISE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
6957,3110674,A306891972514561,A PLACE IN THIS WORLD,SWIFT/PETRAGLIA/ORRALL,ANGELO PETRAGLIA;ROBERT ELLIS ORRALL;TAYLOR SWIFT
6969,3131724,A635884966372551,A PLACE LIKE THIS,ZINT/WALLWORK/GREENFIELD/HAMILTON,GREENFIELD COREY;HAMILTON STEVEN;WALLWORK ALEXANDER
6991,2495437,A734691732200042,A PRAYER TO HEAL YOUR SOUL,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7027,3204592,A901135180472734,A QUALITY OF MERCY,BELL/BLOXHAM/NOLTE/WEGER,BELL A/BLOXHAM R/NOLTE M/WEGER R
7029,2316138,A972817430743386,A QUARTER UP THE STAIRCASE (PART II),HONEYCUTT/ASHLEY/LAMB,ASHLEY NOLAN;HONEYCUTT MATTHEW;LAMB ISAAC
7032,2495449,A641216327198071,A QUIET AFTERNOON (INSTRUMENTAL MUSIC),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7058,2337382,A533415879674781,A RAINY DAY,NOVARINA,"RAPHAEL NOVARINA, RAPHAEL NOVARINA"
7068,2495459,A844690869738063,A RAINY DAY (TIBETAN MEDITATION),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
7083,2495470,A725850941349156,A ROMANTIC WEEKEND,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
7092,3025799,A438863845198026,A ROSE (FEAT. ERICK TANDY),HAY/SMITH,HAY JONATHAN;SMITH MICHAEL
7101,328785,A722663230037832,A SAFE DISTANCE,"HAZARD, BRIAN",BRIAN K HAZARD
7128,3149021,A307747839627391,A SECRET GARDEN,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
7129,3149021,A634853213303346,A SECRET GARDEN,"TRIVELLATO, GIORDANO",TRIVELLATO GIORDANO
7134,3139499,A253648038840277,A SENSE OF FREEDOM,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
7142,2279620,A571178521670607,A SHADE OF CELADON,"MELUCH, THOMAS",MELUCH THOMAS
7159,680573,A400694627587779,A SIGH BECOMES A THOUSAND TREES,"HANDRABUR, EMANOIL",EMANOIL DAN HANDRABUR
7171,2495518,A976022881658418,A SIMPLE IDEA,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7210,3008557,A405704510014468,A SINGLE DAY,"SINCLAIR, ANDREW",SINCLAIR ANDREW
7211,2495523,A300726255155865,A SINGLE STEM,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7212,2495524,A918250819254664,A SINGLE STEM OF GRASS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7218,2495525,A201853480430418,A SINGLE THOUGHT,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7230,2495532,A178074092310918,"A SOFT, GENTLE SMILE (RELAX MUSIC)","TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7247,711726,A959037817279196,A SOLDIER WENT TO WAR,"KONG, ERROL",KONG ERROL
7248,2237443,A239796010602453,A SONG ABOUT THE FUTURE,"LIEW, JIAN",KELLETT LIEW JIAN
7253,2495533,A231858082819955,A SONG FOR LOVE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7290,2495550,A925612954653987,A SOOTHING ATMOSPHERE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7307,3143916,A370468481179782,A STARLIT SKY,"OTTESTAD, DAVID",OTTESTAD DAVID
7333,3038685,A100478343671758,A STORY TO TELL,"RHODEN, LLOYD",RHODEN LLOYD
7336,2495563,A372394007626659,A STRANGE FEELING,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7359,2495578,A473623278785754,A TASTE OF INDIA,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7369,2331863,A367792187151772,A THOUSAND DOLLARS,WRITER/DAVIS/JACKSON,WRITER/DAVIS/JACKSON
7370,2387605,A866976533644054,A THOUSAND FORMS OF MIND,LUKIN/MCLAUGHLIN/PETERS/TURNER,LUKIN MATTHEW;MCLAUGHLIN MARK;PETERS DANIEL;TURNER STEVEN
7419,3142724,A519524384582270,A TIME TO REMEMBER,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO/ SACCHETTO GIULIANO/ TOBACCO MUSIC EDITION
7421,2495607,A508959735255534,A TIMID FIRE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7440,3142414,A444645311775570,A TOUCH OF LOVE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
7516,3114052,A711063803978105,A VOID DANCE,"BUSCH, BARRETT",BUSCH BARRETT
7539,2199230,A739969553553848,A WALL,LA NEVE DEFRANCESCO/RUIZ,DEFRANCESCO J/RUIZ V
7543,3142525,A126755676889545,A WANDERFUL WORLD (JAZZ GUITAR MUSIC),"TRIVELLATO, GIORDANO",SACCHETTO GIULIANO/TRIVELLATO GIORDANO
7545,3112078,A205580268814423,A WASTE OF MONEY,"SHERMAN, ALLAN",ALLAN SHERMAN
7605,2495638,A508778288050258,"A WICKED, WICKED MAN","TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
7638,3075624,A319604962761441,A WONDERFUL WORLD WITH YOU  SENTIMENTAL PIANO MUSIC WITH SEA SOUNDS FOR A ROMANTIC NIGHT OUT,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
7639,2279619,A177608117244873,A WOOLGATHERING EXODUS,"MELUCH, THOMAS",MELUCH THOMAS
7648,2279618,A109315192296405,A WORLD OF WHATTHEREIS,"MELUCH, THOMAS",MELUCH THOMAS
7660,321578,A636025242507710,A WORLD WITHOUT,"SIMMONS, STEPHEN",STEPHEN WADE SIMMONS
7676,2337089,A737328815820878,A YEAR AND A DAY,NOVARINA,NOVARINA RAPHAEL
7690,2193229,A277119884618432,A.D.D.,ANDERSON /GAINES,ANDERSON ANTHONY;GAINES STEPHEN
7700,2388041,A161467052728340,A.N.S.,"RANSOM, MICHAEL",RANSOM MICHAEL
7702,2481725,A103259742337223,AAA ANTHEM,PEETERS/PENXTEN,PEETERS BART AUGUST;PENXTEN REGINALD PAUL STEFAN
7704,2186371,A422855659692309,AAMU JA KASTE,"BELOV, ANTON",ANTON PAVLOVICH BELOV
7709,404029,A156435016623371,AARON,"EICHER, JOHN",EICHER JOHN
7710,59436,A249748939905457,AAW TURN IT UP!,CUNNIFF/GLASER/YOUNG,CUNNIFF/GLASER/YOUNG
7714,2495671,A807848245129834,AB EXERCISES FOR WOMEN,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7715,2495672,A663520299955066,AB WORKOUTS (BEST WORKOUT MUSIC),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
7723,2318952,A917656198600489,ABADONED PASSION,"RULAND, MICHAEL",MICHAEL RULAND
7903,179430,A950813224080921,ABANIQUITO,"MATARAZZO, JOHN",MATARAZZO JOHN
8137,361943,A429134210580780,ABDUCTED (CUTSCENE),"BRYANTON, TODD",BRYANTON TODD
8261,3138506,A921222382233091,ABIDE WITH ME,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
8325,724413,A405801076498065,ABISMO,"QUINTERO, FRANK",QUINTERO FRANK
8481,3114157,A842435211418124,ABOUT ME,YI/ABID,ABID ELIAS WILLIAM/YI CRYSTAL S
8500,2537633,A112320562590074,ABOUT THAT LIFE,HAYNES,GRAYSON  KEITH;HAYNES  CORNELL;JACKSON  JOHN;KHARBOUCH  KARIM;NAJM  FAHEEM RASHEED;ROBERTS  WILLIAM LEONARD II
8806,2281810,A535296642272154,ABOUT YOU,LEVINE/LILLEY,LEVINE/LILLEY
9119,872197,A745123963577812,ABOVE MY FLOOR,VON MERING/SCHULTZ,CARTER REEVES SCHULTZ;DAVID MICHAEL VON MERING
9142,2362979,A923729664377366,ABOVE THE CLOUDS,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
9379,2452271,A722145855224138,ABOVE THE STORM,"WOODRUFF, SCOTT",SCOTT SYMINGTON WOODRUFF
9404,2448471,A745353697110695,ABOVE WATER,PROCTOR/DAY/FELNER,DAY;FELNER;PROCTOR
9543,2495752,A864415148882433,ABRE TU MENTE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
9544,2495752,A752702802845279,ABRE TU MENTE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
9561,2495773,A654338811909905,ABS AND STRETCH,"TRIVELLATO, GIORDANO","G SACCHETTO, GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
9566,2495779,A211542918698212,"ABS, BUTT & THIGHS (WORKOUT MUSIC)","TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
9693,2337489,A367898666932403,ABSOLUTE SLEEP,NOVARINA,"RAPHAEL NOVARINA, RAPHAEL NOVARINA"
9860,3139124,A144933916557719,ABSTRACTS IN RAIN,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
9901,781819,A271463408751334,ABUNDANCE,SMITH,SEAN SMITH
10007,2495816,A240822165446743,ABYSS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
10170,5934,A502876816022274,ABYSS,KALE/MICHAELSEN/RAINA/SHANKAR,"TODD MICHAELSEN, ANOUSHKA,SHANKAR, UTKARSHA KALE, GUARAV,RAINA"
10199,2360227,A738218248108964,ABYSS OF MISERY WITH CHINESE KOTO,TRIVELLATO,GIULIANO SACCHETTO-GIORDANO TRIVELLATO
10203,3114576,A201012367440972,ABYSSAL,"CILUZZI, PETER",CILUZZI PETER
10210,2495823,A233771564940898,ACACIA TREE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
10218,2495830,A227149396891088,ACALMADOR,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
10220,3063340,A435868202566441,ACAMPAR,"ZISKIND, HELIO",HELIO ZISKIND
10222,2495838,A604666934080774,ACARICIAR EL MAR,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
10226,3106474,A427084082337349,ACCELERATED EVOLUTION,"KEENE, MICHAEL",KEENE MICHAEL MURRAY
10227,2478818,A803074612638653,ACCENT. ACCENTS.,JONES/FERRARA/FARRELL/FERRARA,FARRELL ANDREW;FERRARA BRIAN;FERRARA JOHN;JONES GERALD
10234,2495844,A639211388445245,ACCEPT IT,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
10236,2495845,A625029327792234,ACCEPT WHAT YOU ARE (LOVE YOURSELF),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION, SACCHETTO GIULIANO"
10367,2380705,A704290176422107,ACCEPTANCE IN THE WAVES,MORROW/SULLIVAN/CHARNAS/DEBLIECK,CHARNAS SPENCER;DEBLIECK JUSTIN;MORROW JUSTIN;SULLIVAN CONOR
10461,2495861,A321961796204595,ACCORDS DE PIANO,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
10462,2495865,A146162519983087,ACCOUCHEMENT ET ALLAITEMENT,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; TOBACCO MUSIC EDITION; GIULIANO SACCHETTO
10563,2387738,A977076058851749,ACHAK,"RUCH, JASON",RUCH JASON
10588,2495891,A860594588187501,ACHIEVING SERENITY,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
10606,2495907,A941305072586530,ACHTSAMKEITSMEDITATION,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
10613,3063519,A253365089833024,ACID FOR WAGNER,"SCOTT, RUSSELL",SCOTT RUSSELL
10660,3019004,A153271448134395,ACID TEST,"ROGERS, THOMAS",ROGERS THOMAS
10675,2339418,A819754772047853,ACOSTUMBRADO A TI,"A, TEOFILO",TEOFILO VILLA
10687,2441685,A508776774250669,ACOUSTIC DREAMING,"TRIVELLATO, GIORDANO",SACCHETTO GIULIANO/TRIVELLATO GIORDANO
10692,2495946,A858585721376205,ACOUSTIC GUITAR AND SOFT PIANO NOTES BY THE SEA (NATURE SOUND FOR DEEP RELAXATION),"TRIVELLATO, GIORDANO","G SACCHETTO, GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
10700,2495956,A856841148549177,ACOUSTIC GUITAR SONGS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
10712,3213938,A922183603092890,ACOUSTIC SOULS VERSION,GROSSMAN/GORE,GORE MICHAEL;GROSSMAN DANIEL
10713,2495970,A340508344109998,"ACOUSTIC WELLNESS  GENTLE WAVES, NATURE SOUNDS AND HEALING MUSIC","TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
10721,8932,A636534239897128,ACQUAINTANCE,AFEMATA/NOA,AFEMATA/NOA
10723,8932,A266212376939084,ACQUAINTANCE,AFEMATA/NOA,AFEMATA JERRY;NOA CARL
10980,506084,A634539242896656,ACT OF GOD,HANKINS/GALLO-GAFFNER/DEER,DEER;GALLO-GAFFNER;HANKINS
10984,506084,A751118481935348,ACT OF GOD,HANKINS/GALLO-GAFFNER/DEER,JAMES K DEER;JASON GALLO-GAFFNER;JORDAN TYLER HANKINS
10987,3137519,A172971643196386,ACT OF GOD (ROBOTAKI REMIX),HANKINS/GALLO-GAFFNER/DEER,DEER;GALLO-GAFFNER;HANKINS
11000,2396114,A121390930854639,ACT ONE,"CAWLEY, MITCHELL",CAWLEY MITCHELL DEAN
11068,2396115,A471929385381423,ACT TWO,"CAWLEY, MITCHELL",CAWLEY MITCHELL DEAN
11987,828902,A770479342411956,ACTIONS SPEAK LOUDER THAN YOURS,"FRIEDMAN, SHAUN",FRIEDMAN SHAUN
11988,2496025,A867987791329299,ACTITUD POSITIVA,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
11989,2496028,A749151181902830,ACTIVAR CHAKRAS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
11990,2496030,A812834169100442,ACTIVATE AND MEDITATE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
11993,2496033,A866046092462349,ACTIVATING YOUR 7 CHAKRAS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO"
12007,2496039,A672926713497440,ACTIVE MIND,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
12008,2496039,A243241614983787,ACTIVE MIND,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
12023,2496053,A864210330340319,ACUPRESSURE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
12035,2496059,A145670991173030,ACUPUNCTURE TREATMENT  ORIENTAL FLUTE & HARP MUSIC WITH SOUNDS OF NATURE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
12164,2359539,A929506460803581,ADAGIO,TRIVELLATO,"GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
12565,2496077,A260787346418336,ADAGIO  PIANO,"TRIVELLATO, GIORDANO","G SACCHETTO, GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
12603,2496149,A609946183182270,ADAGIO ROMANTICO,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
12688,794798,A950999148529801,ADAMS SONG,"VEACH-DIXON, CARYN",CARYN VEACH-DIXON
12694,2221262,A111071540652560,ADAPTATION,"HENTHORN, KEVIN",BRIGHT JUSTIN;HENTHORN KEVIN;LOH ARIEL;STONE GRAHAM;TEDESCHI DAVID
12798,2478819,A622316770944150,ADDICT. ADDICTS,JONES/FERRARA/FARRELL/FERRARA,FARRELL ANDREW;FERRARA BRIAN;FERRARA JOHN;JONES GERALD
13272,2296056,A519200044456789,ADDICTED,"FODERARO, MICHAEL",ADAM L SCHLESINGER;JAMES YOSHINOBU IHA;MICHAEL JOSEPH FODERARO
14011,781820,A431097198353982,ADDICTED (FEAT. D'FRO),ECHOLS/MINTRAM/REID,ECHOLS BENJAMIN;MINTRAM LEE
14166,3150008,A741662353995607,ADDICTED TO YOU,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
14271,2472356,A230698097361914,ADDICTION,"BITZENIS, NIKOLAOS",BITZENIS NIKOLAOS
14769,2496204,A377636893226473,ADELGALZAR RAPIDO,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
14884,2496217,A964810868969775,ADESTE FIDELES (VILLANCICO),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION, TRADITIONAL"
14919,2496237,A255791806153030,ADESTE FIDELIS (MUSICA NATAL GUITARRA),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION, TRADITIONAL"
15429,8220,A330571126608744,ADORABLE,ANDREW/FIGUEROA/LONGWELL/MCKINNEY,ANDREW/FIGUEROA/LONGWELL/MCKINNEY
15973,3035072,A358132508010614,ADRENALINE,FLORENTZ/HANSEN/PETERSEN,[C] HANSEN
16107,2380424,A924893507395349,ADRIAN MAKES IT RAIN,"MARTINEZ, DANNY",DANNY MARTINEZ
16282,3132437,A365029719864611,ADRIFT,GRAHAM/SEITA/ANGEVINE/HAMILTON,ANGEVINE PETER;GRAHAM JOSH;HAMILTON JOEL;SEITA DOMENIC
16500,166033,A446916382171889,ADUH MANIS,"MATARAZZO, JOHN",MATARAZZO JOHN
16543,2496276,A504272328383881,ADVENTSMUSIK,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
16579,3130532,A627980449582295,ADVENTURE,JACKSON,MICHAEL JACKSON
16599,2496278,A770367128744690,ADVENTURE NEED  ROAD TRIP MUSIC,"TRIVELLATO, GIORDANO","G SACCHETTO, GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION"
16608,2496281,A145514484270026,ADVENTURE TRAVEL MUSIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
16609,2496281,A115742875792068,ADVENTURE TRAVEL MUSIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
16610,3142424,A142048299636979,ADVENTURERS LOVE,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
16628,3136440,A161079387797468,ADVENTURES OF THIS,MCNUTT/ADGER/MILLER,DUSTIN MILLER;ERIC ADGER;TIM MCNUTT
16631,3139599,A774663802992272,ADVENTUROUS SPIRIT,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
16708,2545177,A665122942197652,AEON,MURRAY,MURRAY NICHOLAS SANDON
16712,2545177,A641795300594841,AEON,MURRAY,MURRAY NICHOLAS
16729,2496292,A330704797236855,AEROBIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, GIULIANO SACCHETTO, TOBACCO MUSIC EDITION"
16747,2496326,A766839879671966,AEROBIC WORKOUT,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
16751,2496330,A625403486289966,AEROBIC WORKOUT ELECTRONIC MUSIC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
16754,2496332,A666342376193521,AEROBICA,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
16760,3149297,A273561070288010,AEROBICS  AQUA AEROBIC,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
16916,2273155,A271602335270143,AFFECTION TRAINING,SMITH/WOLFE/NEUMAN,NEUMAN MOLLY;SMITH ERIN;WOLFE ALLISON
16938,2496388,A608366130914712,AFFIRMATIONS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
16943,495059,A354007496953842,AFFLICTION,"MORTON, KYLE",KYLE RAY MORTON
17141,2479416,A415137746938677,AFRAID OF THE DARK,CAMERON/RUIZ/JANCZEWSKI/ORCHARD,CAMERON ROBERT;JANCZEWSKI ANDREW;ORCHARD TRISTAN;RUIZ DROEGE DANIEL
17732,2496401,A438167695073132,AFRICA DEL NORTE,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
17734,668318,A662451711408141,AFRICA HOMELAND,"WALKER, SYLFORD",SYLFORD WALKER
17749,3213935,A621317563123245,AFRICA MY PLACE,BAILEY/DELAC/GROSSMAN/GORE,BAILEY CLIFTON;DELAC BRIAN;GORE MICHAEL;GROSSMAN DANIEL
17778,3144211,A318243818424871,AFRICAN DRUMMING  HYPNOTIC MUSIC,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17782,3145193,A700221572606126,AFRICAN DRUMMING 2  DRUM BEATS AND BONGO DRUMS,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17789,3144210,A818135904302139,AFRICAN DRUMS AND DJEMBE,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17794,2439895,A919103125279848,AFRICAN LOUNGE,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17798,3146491,A338701629590263,AFRICAN MEDITATION RHYTHM  MUSIC FOR MEDITATION,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17803,2496428,A326941285394804,AFRICAN MORNING,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
17814,2496439,A469077567110409,AFRICAN PERCUSSIONS,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
17852,2496440,A662803193551686,"AFRICAN REBEL, AFRICAN MUSIC","TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17855,3146581,A835800331554846,AFRICAN RELAXATION MUSIC  SENEGAL MUSIC MBIRA,"TRIVELLATO, GIORDANO",GIULIANO SACCHETTO-GIORDANO TRIVELLATO
17866,2496444,A662150795940381,AFRICAN SAVANNAH (CONSTANT DRUMS BEATS),"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
17886,2496451,A377894917507301,AFRICAN VIBES,"TRIVELLATO, GIORDANO",GIORDANO TRIVELLATO; SACCHETTO GIULIANO
17887,3096824,A445058158917878,AFRICARRIBEAN,MARLEY/DAMES/PONCET,HUGO PONCET;MICHAEL DAMES;RAWHX VAN MARLEY
17992,2216751,A774488914758605,AFRO PICKS,STANLEY/MILLER,MILLER JEREMY;STANLEY DARIUS
17995,2496470,A159778566030393,AFRODI,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
17999,3148880,A369576408302357,AFRODISIAC,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
18124,2496484,A360423401956948,AFTER A RAINY DAY,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
18438,3115785,A664575056727303,AFTER ALL,"SMITH, ROBIN",SMITH
18642,5765,A664575056727303,AFTER ALL,MOORE/MOORE/SMITH,SMITH
18883,3143303,A840716817065430,AFTER DARK,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
19346,2444302,A372664866567435,AFTER EXPRESSION,"HOLLINS, DESMOND",HOLLINS DESMOND
19943,7214,A850581981800017,AFTER LIFE,MARTIN,BARTHE STACY;BRESSO MARTIN;GRIGAHCINE WILLIAM
19947,7214,A576872758149958,AFTER LIFE,MARTIN,MARTIN BRESSO;STACY BARTHE;WILLIAM GRIGAHCINE
20050,2496501,A617222899026564,AFTER MIDNIGHT (INSTRUMENTAL MEDITATION MUSIC),"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
20239,2320528,A772024621462717,AFTER THE FALL,"BROTMAN, CHARLES",BROTMAN CHARLES
20382,3008482,A654333776865445,AFTER THE RAIN,"SINCLAIR, ANDREW",SINCLAIR ANDREW
20690,3139651,A919047152784263,AFTER THE RAIN,"MICALLEF, JOSEPH",JOSEPH MICALLEF (ARRANGER)
20880,2436561,A202987809168463,AFTER THE RAIN,CLYMER/ANDERSON/DONOHUE,ANDREW CLYMER;CHRISTOPHER WAINWRIGHT ANDERSON;KEVIN DONOHUE
20953,2496517,A647606324956750,AFTER THE STORM,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, TOBACCO MUSIC EDITION, SACCHETTO GIULIANO"
21185,2496522,A122913763848844,"AFTER THE STORM, NATURE SOUNDS & RAIN","TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO, TOBACCO MUSIC EDITION"
21248,3154617,A333093248943034,AFTER WORK,LIPPOK,ROBERT LIPPOK
21285,3138211,A248676233616990,AFTER YOU,"GANDHI, KIRAN",ALEXIA NICHOLE RINER;KIRAN KYRIE GANDHI
21417,730209,A605793158263711,AFTERGLOW,"LEDAUPHIN, CEDRIC",LEDAUPHIN CEDRIC
22285,2359491,A269645600488522,AFTERHOURS,TRIVELLATO,GIULIANO SACCHETTO-GIORDANO TRIVELLATO
23521,2496563,A169535233115078,AFTERNOON AMBIENT FOR SCHOOL HOMEWORK,"TRIVELLATO, GIORDANO","GIORDANO TRIVELLATO, SACCHETTO GIULIANO"
